method,instance_id,alpha_t,alpha_c,makespan_mean,makespan_std,cost_mean,cost_std,n_seeds,cid,makespan_norm,cost_norm,score,rank
EDQN,M12_A9_R8_J4,0.75,0.25,1837.025,218.68558216084858,1600.65,209.02361362446962,20,C21,0.7037352245862888,0.639531661355134,0.6876843337785001,7.0
EDQN,M12_A9_R8_J4,1.0,0.0,2012.9083333333333,143.71481745912618,1857.95,203.8240921145383,20,C21,0.9767162233534482,1.0,0.9767162233534482,8.0
EDQN,M4_A3_R4_J2,0.0,1.0,1036.6333333333334,19.539628349162502,380.0,26.832815729997474,20,C1,0.41873320934077307,0.6371227936989939,0.6371227936989939,6.5
EDQN,M4_A3_R4_J2,0.25,0.75,1048.8333333333335,44.994509086700994,392.2,40.35709029206771,20,C1,0.6228417266187054,0.7314904310844771,0.7043282549680342,6.5
EDQN,M4_A3_R4_J2,0.5,0.5,1047.1916666666668,40.90376221275858,394.2,20.19796758926111,20,C1,0.6803379947620708,0.7820756711054745,0.7312068329337726,6.5
EDQN,M4_A3_R4_J2,0.75,0.25,1038.9416666666668,24.02966459819522,386.4,40.24974664843443,20,C1,0.7031088618054131,0.8052689352360043,0.7286488801630608,6.5
EDQN,M4_A3_R4_J2,1.0,0.0,1035.6583333333333,52.672925316556245,367.15,60.98945120178355,20,C1,0.5796505216727454,0.6128430091469105,0.5796505216727454,6.5
EDQN,M4_A3_R6_J3,0.0,1.0,2102.741666666667,35.602355324870885,397.35,56.76662752004914,20,C2,0.6509234280971175,0.4751346871114796,0.4751346871114796,6.5
EDQN,M4_A3_R6_J3,0.25,0.75,2106.675,27.763383843763467,372.45,71.00146403234825,20,C2,0.8340829001421262,1.0,0.9585207250355315,8.5
EDQN,M4_A3_R6_J3,0.5,0.5,2097.7,36.918259638515444,387.95,75.11568271322362,20,C2,0.8291175317966432,0.9286482610254571,0.8788828964110501,7.0
EDQN,M4_A3_R6_J3,0.75,0.25,2087.35,61.22716545352794,413.15,40.73182513646262,20,C2,0.7775920297196893,0.26194135366078564,0.6486793607049635,5.5
EDQN,M4_A3_R6_J3,1.0,0.0,1957.5,97.07918634317363,446.3,82.3241986551374,20,C2,0.5853893709942716,0.49261238604212504,0.5853893709942716,6.0
EDQN,M4_A3_R8_J4,0.0,1.0,3537.05,50.98942385465086,535.1,58.17297256322824,20,C3,1.0,1.0,1.0,9.0
EDQN,M4_A3_R8_J4,0.25,0.75,3515.25,60.93481081935547,501.05,96.95874054679678,20,C3,0.8868600893535119,0.9397394136807814,0.926519582598964,8.0
EDQN,M4_A3_R8_J4,0.5,0.5,3506.55,80.23184788601517,476.45,120.47383424147381,20,C3,0.9114016376522404,1.0,0.9557008188261202,8.0
EDQN,M4_A3_R8_J4,0.75,0.25,3542.283333333333,69.6634579131775,522.8,76.94468279567026,20,C3,0.9407127755964957,1.0,0.9555345816973717,9.0
EDQN,M4_A3_R8_J4,1.0,0.0,3352.9,66.77391373549659,287.15,52.482854343109054,20,C3,0.5017284873399995,0.04093567251461969,0.5017284873399995,4.0
EDQN,M4_A4_R4_J2,0.0,1.0,1390.6750000000004,54.933119224374224,234.6,22.848240747662782,20,C4,1.0,0.9547798492661641,0.9547798492661641,7.5
EDQN,M4_A4_R4_J2,0.25,0.75,1390.041666666667,51.700975450885934,232.15,0.6708203932499386,20,C4,1.0,1.0,1.0,8.5
EDQN,M4_A4_R4_J2,0.5,0.5,1388.5250000000003,56.66873770725215,236.7,20.32395527191341,20,C4,1.0,0.9980828220858896,0.9990414110429449,8.5
EDQN,M4_A4_R4_J2,0.75,0.25,1395.2666666666669,35.974666199801405,234.45,22.855323000860963,20,C4,1.0,0.9220327184128088,0.9805081796032022,8.5
EDQN,M4_A4_R4_J2,1.0,0.0,1391.6750000000004,59.26640900916905,236.7,20.32395527191341,20,C4,1.0,0.757566938300349,1.0,9.0
EDQN,M4_A4_R6_J3,0.0,1.0,2450.375,83.04717314777342,521.45,92.08147136325013,20,C5,0.0,1.0,1.0,8.5
EDQN,M4_A4_R6_J3,0.25,0.75,2441.2,75.95440691510011,519.0,100.76810272261649,20,C5,0.3523127644220565,1.0,0.8380781911055142,8.5
EDQN,M4_A4_R6_J3,0.5,0.5,2431.4,44.54682141573772,509.8,115.77591786677718,20,C5,0.2984226511217795,1.0,0.6492113255608898,5.5
EDQN,M4_A4_R6_J3,0.75,0.25,2446.15,68.73674034811525,500.9,99.60971206083326,20,C5,0.44988802700334385,1.0,0.5874160202525078,6.5
EDQN,M4_A4_R6_J3,1.0,0.0,2404.641666666667,41.99760766648039,472.5,94.73814326591842,20,C5,0.47239888493832194,0.47625412100151476,0.47239888493832194,5.0
EDQN,M4_A4_R8_J4,0.0,1.0,4262.500000000001,191.3505172917918,538.85,85.7347654105381,20,C6,0.5082154399953577,0.8180932498260264,0.8180932498260264,8.0
EDQN,M4_A4_R8_J4,0.25,0.75,4298.633333333333,253.4614322945778,591.55,104.03869472460715,20,C6,0.8619613356766258,0.9351083951695036,0.9168216302962842,8.0
EDQN,M4_A4_R8_J4,0.5,0.5,4259.225,198.57765634485472,557.9,98.05685783473307,20,C6,0.6649019040134564,0.6964932126696832,0.6806975583415698,7.0
EDQN,M4_A4_R8_J4,0.75,0.25,4246.1,153.17066504908496,619.05,62.675836861710835,20,C6,0.2687634169063146,0.1293012455140384,0.23389787405824555,5.0
EDQN,M4_A4_R8_J4,1.0,0.0,4531.933333333333,246.6445367028836,1182.5,245.41575894151978,20,C6,1.0,1.0,1.0,9.0
EDQN,M4_A5_R4_J2,0.0,1.0,900.6416666666667,36.638117873146136,232.7,49.52840758488745,20,C7,0.0,0.332010582010582,0.332010582010582,4.5
EDQN,M4_A5_R4_J2,0.25,0.75,893.55,15.856179270323343,198.55,28.20876123700429,20,C7,0.21595109468296828,0.0,0.05398777367074207,1.0
EDQN,M4_A5_R4_J2,0.5,0.5,889.9583333333334,21.908293377473527,212.5,41.20871139379199,20,C7,0.24869064027064294,0.079043161726469,0.16386690099855597,3.5
EDQN,M4_A5_R4_J2,0.75,0.25,896.6583333333334,24.197498481217806,204.8,37.74931160055492,20,C7,0.33054637371184153,0.0,0.24790978028388116,6.5
EDQN,M4_A5_R4_J2,1.0,0.0,895.3583333333333,24.846150877958767,224.05,43.28786751139642,20,C7,0.22121235265663575,0.0,0.22121235265663575,5.5
EDQN,M4_A5_R6_J3,0.0,1.0,1965.0583333333332,103.04901852661312,325.35,86.67499791265007,20,C8,1.0,1.0,1.0,8.5
EDQN,M4_A5_R6_J3,0.25,0.75,1958.5999999999997,98.82725196520512,309.85,106.76007286385082,20,C8,1.0,0.933754740834387,0.9503160556257902,8.5
EDQN,M4_A5_R6_J3,0.5,0.5,1960.7166666666665,78.96407318395609,309.4,90.78047552663573,20,C8,1.0,0.9145799204306108,0.9572899602153053,8.5
EDQN,M4_A5_R6_J3,0.75,0.25,1930.1499999999996,63.20015776499657,264.6,48.622498582662864,20,C8,1.0,0.4084475398786791,0.8521118849696698,6.5
EDQN,M4_A5_R6_J3,1.0,0.0,1935.3249999999996,86.11216802784698,289.05,77.58491103979324,20,C8,0.7900512349927348,0.23099953938277293,0.7900512349927348,7.0
EDQN,M4_A5_R8_J4,0.0,1.0,3665.75,143.94611463366658,724.95,79.43714827658273,20,C9,0.6369686234817814,0.6315086782376506,0.6315086782376506,4.0
EDQN,M4_A5_R8_J4,0.25,0.75,3678.9833333333336,157.1222091128153,705.95,100.55973610902024,20,C9,0.9960682889872914,0.6497382939595417,0.7363207927164792,6.0
EDQN,M4_A5_R8_J4,0.5,0.5,3731.075,194.28876497601837,740.55,100.36170112464006,20,C9,1.0,0.742183312488833,0.8710916562444164,7.0
EDQN,M4_A5_R8_J4,0.75,0.25,3706.1083333333336,124.90923341998099,715.6,103.16180443718908,20,C9,0.9565967548518153,0.4247263792718338,0.8236291609568199,7.0
EDQN,M4_A5_R8_J4,1.0,0.0,3634.8083333333334,220.49593407689963,679.45,114.93818704897541,20,C9,0.9324067280780405,0.35086605604425514,0.9324067280780405,8.0
EDQN,M8_A10_R4_J2,0.0,1.0,716.8333333333333,54.33061558158242,609.95,127.95002108142398,20,C16,0.39058524173027914,0.8115440115440117,0.8115440115440117,6.5
EDQN,M8_A10_R4_J2,0.25,0.75,720.0416666666667,55.1283424150128,590.7,109.8966500135947,20,C16,0.6934591464722284,0.5216556060076845,0.5646064911238204,6.5
EDQN,M8_A10_R4_J2,0.5,0.5,707.9333333333334,40.96030741615269,586.1,99.32291832836547,20,C16,0.6392722480506647,0.6936059720869848,0.6664391100688247,6.5
EDQN,M8_A10_R4_J2,0.75,0.25,708.375,50.475947459456634,581.7,80.88334679941032,20,C16,0.6156901949435689,0.5261636311072565,0.5933085539844908,6.5
EDQN,M8_A10_R4_J2,1.0,0.0,677.0166666666667,17.620835952051852,812.0,56.04039896172646,20,C16,0.5664383561643836,0.7293943072979902,0.5664383561643836,6.5
EDQN,M8_A10_R6_J3,0.0,1.0,1383.8333333333335,57.04215123523872,716.2,64.4030074485738,20,C17,1.0,1.0,1.0,8.5
EDQN,M8_A10_R6_J3,0.25,0.75,1394.4833333333333,107.91657894733277,745.65,87.50655614536008,20,C17,1.0,1.0,1.0,8.5
EDQN,M8_A10_R6_J3,0.5,0.5,1384.2416666666666,105.76949276334462,713.4,72.53993455513422,20,C17,1.0,1.0,1.0,9.0
EDQN,M8_A10_R6_J3,0.75,0.25,1374.7083333333335,111.77569794927152,725.65,69.08063556834372,20,C17,1.0,1.0,1.0,8.5
EDQN,M8_A10_R6_J3,1.0,0.0,1290.4333333333334,172.81761504596525,687.95,106.01066232372942,20,C17,1.0,1.0,1.0,9.0
EDQN,M8_A10_R8_J4,0.0,1.0,2169.875,91.54251361113934,1463.4,160.77457248549823,20,C18,0.0,0.6848610227031615,0.6848610227031615,6.0
EDQN,M8_A10_R8_J4,0.25,0.75,2180.65,81.40584738398157,1470.9,146.37007890959137,20,C18,0.197934497965107,0.6919011008212477,0.5684094501072124,6.0
EDQN,M8_A10_R8_J4,0.5,0.5,2161.8166666666666,66.75125992634429,1422.8,181.8106591745206,20,C18,0.30807071483474263,0.6032494551218546,0.4556600849782986,6.0
EDQN,M8_A10_R8_J4,0.75,0.25,2168.8666666666663,81.89491197984867,1425.85,164.3463207920844,20,C18,0.21763261820898666,0.5610134436401241,0.30347782456677097,5.0
EDQN,M8_A10_R8_J4,1.0,0.0,2166.65,79.5107646542684,1473.9,179.19935972629983,20,C18,0.2042423309736333,0.7947111299915041,0.2042423309736333,6.0
EDQN,M8_A6_R4_J2,0.0,1.0,1250.8333333333335,10.281135850963468,488.1,41.6108538472204,20,C10,1.0,1.0,1.0,8.5
